post,like_count,comment_count,share_count
"존경하는 전북도민 여러분,
지금 대선의 판도가 바뀌고 있습니다. 민주당 경선판도 바뀌어야 합니다.
최근 여론조사에서 국민의힘 홍준표 후보가 야당 후보들을 압도하기 시작했습니다.
민주당이 상대할 야당 후보가 흠결 많고 정책능력이 부족한 윤석열 후보에서 정치경험 많고 노회한 홍준표 후보로 바뀌고 있습니다.
야권 지지자들이 이겨야 한다는 절박감과 윤석열 후보로는 승리할 수 없다는 전략적 판단으로 윤석열 대세론을 외면하기 시작했습니다. 
이제 우리 민주당 지지자들도 전략적 결단을 내려야 합니다.
올해 초만 해도 이낙연 대세론이 득세했습니다. 경선은 하나마나 하다는  얘기가 나돌 정도로 높았던 
그 지지율, 다 어디로 갔습니까?
지금은 이재명 대세론이 민주당 경선판을 흔들고 있습니다. 민주당 지지층이 이렇게 왔다 갔다 하는 이유는, 대선에서 승리할 후보를 찾기 위해서였습니다. 
대선승리의 간절함이 도덕적 흠결과 정책적 문제점을 덮고 신기루 같은 대세론을 만들었습니다.  
그러나 냉정하게 따져봐야 합니다. 이대로 후보가 굳어지면 과연 민주당이 승리할 수 있는지 제대로 따져봐야 합니다.
이번 경선에서 이낙연 후보는 이재명 후보를 이기지 못합니다. 
그리고 더 중요한 사실은 이재명 후보로도 홍준표 후보를 이기기 힘들다는 것입니다. 
이낙연 후보는 경선을 이기지 못하고, 이재명 후보는 본선 승리를 담보하지 못합니다. 
벌써부터 나타나고 있는 많은 여론조사 결과가 이 불편한 사실을 반증하고 있습니다. 
그럼 누가 홍준표 후보를 상대할 수 있습니까?
홍준표 후보를 꺾고 대선승리를 이뤄낼 유일한 필승의 대항마가 바로 저, 정세균입니다.
이미 홍준표 후보도 인정했습니다.
홍 후보 스스로 정세균이 민주당에서 가장 상대하기 까다로운 후보라고 공개적으로 밝혔습니다.
반면 이재명 후보에 대해서는 가장 손쉬운 상대라고 지목했습니다.
야당 대표를 지낸 이정현 전 의원도 정세균이 가장 두려운 존재라고 이야기하고 있습니다.
홍준표 후보와 보수의 인사들이 정세균을 두려워하고 기피하는  이유가 무엇이겠습니까?
정세균이 도덕적으로 깨끗하기 때문입니다. 
정세균이 정책적으로 가장 잘 준비된 경제전문가이기 때문입니다.
박빙의 선거에서 유일하게 중도층을 끌어올 수 있는 정세균의 안정감과 확장성 때문입니다. 
지금 보수언론과 야당은 민주당 후보로 도덕성과 자질이 불안한 후보가 올라오기만 기다리고 있습니다.
막연한 기대감만으로 정권재창출 이뤄낼 수 없습니다.
불안한 후보로 대선 승리 이룰 수 없습니다.
보수세력의 총공세 앞에서 결코 흔들리지 않는 안정감 있는 후보만이 승리를 만들어 낼 수 있습니다.
여러분, 동화 <해와 바람>을 아십니까?
해와 바람은 누가 힘이 더 센지 겨루기 위해 나그네 옷 벗기기 내기를 했습니다.
결국 나그네의 옷을 벗게 한 것은 ‘사이다’같은 세찬 바람이 아니라 따뜻한 해였습니다.
저 정세균, 홍준표의 바람을 잠재우고 대선승리를 가져올 햇살이 되겠습니다.
국민의 어려움을 품어 안을 따뜻한 해가 되겠습니다.
그간 우리 전북과 호남은 이길 수 있는 후보를 찾아왔습니다.
판이 바뀐 만큼 대항마도 바뀌어야 합니다.
진심으로 간절하게 요청합니다. 전북이 선택하면 정세균이 됩니다.
보수가 가장 두려워하는 후보, 본선승리가 준비된 저, 정세균을 선택해 주십시오. 
도덕성, 안정감, 유능함, 확장성까지 네 박자를 모두 갖춘 필승의 대항마 정세균이 민주당 대선승리 정권재창출 꼭 이뤄내겠습니다. 
이번 추석이 분수령이 될 것입니다. 다가올 호남대첩에서 정세균의 진가를 보여드리겠습니다.
감사합니다.",181,18,57
"정치검찰과 국민의힘의 결탁이 밝혀지고 있습니다. 
국민의힘의 전신 미래통합당은 지난 해 8월 최강욱 의원을 고발했습니다. 그런데 당시 문제가 된 검찰 사주 고발장 원본을 당시 당 법률지원단장이던 검찰 출신 정점식 의원이 당무감사실에 전달한 것으로 확인됐습니다. 
윤석열 전 총장의 고발 사주 의혹 정치공작의 실체가 드러났습니다. 그리고 그 정치공작의 몸통은 바로 국민의힘이었습니다.  
이준석 대표가 당 내 ‘공명선거추진단’을 통해 의혹을 규명하겠다고 합니다. 고양이에게 생선을 맡기는 격입니다. 차라리 의혹 규명단장에 윤석열 후보를 임명하시지요. 물 타기와 면죄부를 위한 정치적 술수입니다. 
국민의힘의 개입 의혹이 사실로 밝혀지고 있는 마당에 어는 누가 국민의힘에서 규명한 사안을 신뢰하겠습니까? 석고대죄의 심정으로 대국민 사과는 물론이며 국정조사와 법무부 감찰, 공수처 수사에 적극 협조하겠다고 천명해야 합니다. 
오늘 아침 공수처에서 직접 수사를 위해 김웅 의원과 손준성 전 대검 수사정보정책관의 자택과 사무실에 대한 압수수색에 돌입했습니다. 이제 남은 일은 사건의 실체적 진실 규명을 위한 공명정대한 수사입니다.
공수처는 국가공권력을 악용한 정치검찰과 결탁한 국민의힘 관계자들의 국기문란 범죄 실체를 낱낱이 밝혀, 한 점의 의혹도 남기지 말아야 합니다. 
다시는 대한민국에 정치검찰과 결탁한 정치세력이 발호하지 못하도록 강력하게 처벌해야 합니다.",265,25,23
"요즘 화제의 드라마 ‘D.P.’를 뒤늦게 보고 있습니다. 
보는 내내 마음이 불편합니다. 극중에 묘사되고 있는 가혹행위 때문만은 아닙니다. 
D.P.가 화제가 된 큰 이유는 전역자들의 공감대입니다. 드라마를 보고 있으니 지난 시절 군대 이야기를 안 할 수가 없군요. 꼰대라는 지청구가 들리는 듯합니다.^^
저는 1975년부터 78년까지 경북 안동 36사단에서 현역병으로 복무했습니다.
드라마 속 내무반 전입신고 장면을 보면서 이병 정세균이 사단사령부 본부대에 전입신고 하던 그 시절의 모습이 떠올랐습니다. 
그 때도 신병이 전입하면 ‘신고식’이란 걸 치러야 했습니다. 이병 정세균도 극중 안준호 이병만큼이나 잔뜩 긴장한 이등병 시절을 보냈습니다. 
학생운동을 하다 늦은 나이에 입대했던지라 선임들이 알게 모르게 많이 봐줬습니다. 그래도 얼차려는 도저히 피해갈 수 없었지요. 
한참을 구르고 또 구르다 고참들이 시키는 ‘어버이 노래’를 부를라 치면 나도 모르게 눈물이 솟구쳐 얼굴이 때 국물로 범벅이 되곤 했습니다. 
병장 정세균이 전역한지도 어느덧 반세기가 지나왔습니다. 
대한민국은 그동안 참 눈부시게 발전했습니다. 그런데 도대체 왜 병영문화는 크게 바뀌지 않았을까요? 
50년 전 전역한 저와, D.P.속 군 현실에 묘한 기시감을 느낍니다. 나도 모르게 한 숨이 나온 것은 지난 시절에 대한 공감만은 아닐 것입니다.  
군은 드라마 속 묘사가 병영현실과는 다르다고 강조합니다. 하지만 최근 여론을 뜨겁게 달궜던 부실급식 문제, 간부식당 갑질 논란, 성폭력 피해 여군 사망사건과 해군병사 자살사건은 온 국민이 D.P.를 다큐로 받아들이게 만들고 있습니다. 
강군으로 가는 첫 걸음은 군 조직문화 혁신입니다. 
조직문화가 바뀌지 않으면 ‘수통’이 바뀌어도 D.P.의 임무는 사라지지 않을 것입니다. 다행히 내년부터 D.P.병 보직이 폐지된다고 합니다. 저는 D.P.병을 비롯한 각종 지원병 제도를 폐지하겠다고 국민께 약속드렸습니다. 군인은 국방에만 전념할 수 있도록 해야 합니다.
‘군인권보호관제도’ 도입, 각종 지원병제도 축소 및 폐지, 단계적 모병제 전환을 통해 군 장병 처우개선과 시스템 개선으로 국민께 신뢰받는 군대를 만들겠습니다. 
군 복무가 청춘의 멍에가 아닌, 자랑스러운 명예가 되도록 군 조직문화 혁신에 힘쓰겠습니다.",480,39,92
"[정세균의 강원 플랜 ? 10대 공약]
대한민국 중심축이 바뀝니다.
강원을 대한민국의 새로운 중심으로 만들겠습니다.… See More",211,30,50
"[홍준표 후보를 이길 필승카드, 오직 정세균입니다.]
국민의힘 홍준표 후보의 부상으로 대선 판도가 급변하고 있습니다.
저는 오래전부터 윤석열씨가 야당 후보가 되거나
대통령이 될 가능성은 없다고 단언해왔습니다.
그리고 그 예측은 이미 현실이 되고 있습니다.
이제 민주당은 상대를 이길 필승카드를 선택해야 합니다.
꿩 잡는 매, 홍준표 후보를 잡을 사람은 저 정세균 뿐입니다.
홍 후보 스스로도 ‘정세균이 가장 힘든 상대’라고 말한 바 있습니다.
영원한 대세론은 없습니다.
경선보다 더 중요한 것은 본선입니다.
불안한 후보, 예정된 패배가 아니라
준비된 후보, 승리의 역사를 만들어야 합니다.
안정적 대선 필승을 선택해주십시오.
문재인 정부 계승을 선택해주십시오.
이기고 싶다면 정세균입니다.
이겨야 하니까 정세균입니다.",334,60,61
"이번 주말, 대구·경북 및 강원지역 순회경선이 열립니다.
대구·경북 플랜 발표에 이어 오늘은 강원도를 찾았습니다.
강원도에 와서 당원동지들을 직접 만나 뵙고
기자간담회를 통해 강원의 새로운 미래를 위한
정세균의 ‘강원 플랜’ 10대 공약을 발표했습니다.
7일부터 대구·경북을 시작으로 강원지역 권리당원·대의원 투표가 진행중입니다.
또한 이번주는 1차 일반국민선거인단의 투표결과가 발표되는
1차 슈퍼위크 주간이기도 합니다.
1차 국민·일반당원 선거인단의 투표율이 2일차인
오늘 12시 현재 65.84%를 기록중입니다.
일반국민선거인단의 높은 투표율이 변화의 시작을 보여줍니다.
여야 모두 경선 판도가 변화하고 있습니다.
본선 필승카드는 정세균입니다.
정세균이 대세가 될 것이란 믿음을 가지고 열심히 뛰겠습니다.
강원이 그 중심이 되어주십시오.
저 정세균이 강원을 대한민국의 새로운 중심으로 만들겠습니다.",281,52,130
"공수처 ‘윤석열 검찰공작 의혹’ 즉각 수사하라!
윤석열 후보, 본인이 당해보니 어떤가요?
시작도 안 했는데 열부터 내면 되겠습니까? 윤석열 게이트 아직 문도 안 열렸습니다. 정치인은 아주 사소한 검증에도 당당하게 나서야 합니다. 하물며 이번처럼 국기문란의 범죄의혹이야 두 말 할 필요도 없겠지요. 
기자회견이 횡설수설 요지를 찾기 쉽지 않은데, 그래도 요점을 찾자면 ‘신빙성 있는 확실한 증거가 공식적으로 확인되어야 한다.’ 쯤 되겠군요. 먼저 묻고 싶습니다. 윤석열 후보는 총장시절 확실한 신빙성을 가지고 수사하셨습니까? 확실한 신빙성을 찾기 위해서는 수사부터 해야겠지요. 결백을 밝히고 싶으면 수사에 적극 협조하면 될 일입니다. 
윤석열 후보, 주장대로 국회 법사위 요구는 물론 솔선수범해서 공수처 수사도 받아야 합니다. 정치공작인지, 검찰공작인지는 공수처 수사가 밝혀 줄 것입니다. 공수처는 윤석열 후보의 뜻에 따라 ‘검찰공작 범죄 의혹’을 즉각 수사해야 할 것입니다.",301,27,52
"오늘 한국노총 전북본부 조합원 5만 명이 정세균 지지를 선언해주셨습니다. 
고향 전북에서 보내주신 노동자 여러분의 지지가 큰 힘이 됩니다. 
진심으로 감사합니다. 동지 여러분의 지지를 발판으로 우뚝 일어서겠습니다.  
저는 여야 대선주자를 통틀어 유일한 기업인 출신 경제전문가입니다. 노동의 가치를 누구보다 잘 알고 있다고 자부합니다. 성장의 핵심 동력이 '노동'이라는 사실을 잘 알고 있습니다. 대한민국 경제발전의 뒤안길에는 노동자의 눈물이 함께하고 있습니다. 
이제 그 빚을 갚아야 합니다. 정세균이 노동자의 빚을 갚는 대통령이 되겠습니다. 
기업에서 일한 경험을 되살려 포스트코로나 경제를 살리겠습니다. 30년 가까이 정치를 해오면서 노동계와 끈끈한 인연을 이어 왔습니다. 
김대중 정부 초대 노사정위원회 간사와 상무위원장을 맡아 노사정대타협을 이뤄냈고, 98년 현대차 파업 당시 노사갈등 중재의 중심에서 일했습니다. 국회의장 시절에는 국회 청소노동자의 정규직 전환 약속을 지켰습니다. 
정세균이 꿈꾸는 ‘강한 대한민국’의 미래가 ‘노동이 존중받는 사회’, ‘땀 흘려 일하는 사람이 대접받는 사회’입니다.
노동자와 서민이 행복한 대한민국!
오늘 저를 지지해주신 노동자 동지 여러분의 마음을 모아 4기 민주정부 정권 재창출로 반드시 보답하겠습니다.",316,51,172
"검찰 사주 고발장 범죄 의혹의 실체가 드러나고 있습니다. 
며칠 전, 김웅 의원과 제보자의 텔레그램 대화가 공개됐습니다. 현직 검사의 개입 의혹이 구체적 증거로 사실화되고 있습니다. 
김웅 의원은 오늘 기자회견에서 “정황상 제가 손모씨로부터 그 자료를 받아 당에 전달한 것일 수도 있다”라고 말했습니다. 참으로 ‘법꾸라지’라는 단어가 생각나는 발언입니다
법을 잘 아는 만큼 피해 갈 길을 터놓았습니다. 하지만 진실은 결코 피해갈 수 없습니다. 김웅 의원 발언으로 드러난 진실은 현직 검찰이며, 당시 윤석열 후보의 오른팔이었던 대검 수사정보정책관 손준성 검사가 개입되었다는 정황입니다. 
검찰공무원으로서 저질러서는 안 되는 명백한 범죄 행위입니다. 그리고 범죄의 목적이 윤석열 후보와 그 부인에 대한 보호입니다. 검찰 총장 윤석열 사단이 그들만의 목적을 위해 국가공권력을 사유화했습니다. 부인할 수 없는 직권남용입니다.
대검찰청과 법무부가 모두 진상조사에 나서고 있지만 현직 검사, 그리고 전직 검찰총장까지 연루된 사안인 만큼 법대로 공수처에서 수사해야합니다.
공수처는 즉각, 손준성 검사 및 검찰 사주 고발장 범죄에 대해 수사하십시오. 국민이 지켜보고 있습니다. 윤석열 총장이 고발을 사주했는지 여부, 검찰이 당시 야당과 야합하여 총선 전 정치공작을 시도한 것의 실체적 진실을 명명백백히 밝혀야 합니다. 
윤석열 게이트, 이제 지옥의 문이 열렸을 뿐입니다.",323,39,33
"[남남 갈등 없는 외교·안보 ? 7대 정책]
- 흠집 없는 정세균의 “없는” 개혁시리즈 5
‘국내 정쟁은 국경에서 끝나야 한다’는 말이 있습니다. 비록 국내에서 이견이 있더라도 외국과의 협상 등에서는 합의된 국내 여론이 있어야 힘을 발휘할 수 있다는 뜻입니다.
외교안보는 생과 사, 전쟁과 평화의 문제입니다. 따라서 국익을 위한 외교안보는 정권과 이념도 초월해야 합니다.
그런데 지금 우리 사회는 진보와 보수가 ‘수구꼴통’, ‘종북좌빨’이라는 피상적인 프레임으로 서로를 재단하고 외교안보의 문제까지 평가하고 있습니다. 정권이 교체될 때마다 외교 안보 정책을 둘러싸고 국론분열과 남남갈등을 겪고 있습니다. 
우리는 이미 임진왜란, 병자호란, 조선 말기 등 역사를 통해 지도자의 부족한 국제감각과 현실인식, 그리고 허술한 안보가 나라와 백성을 얼마나 힘들게 했었는지 잘 알고 있습니다.
현재 동아시아는 미중 갈등 등 거대한 격변기를 맞고 있습니다. 그 어느 때보다도 창의적이고 능동적인 외교가 필요할 때입니다. 강력한 안보역량과 내부통합이 필요할 때입니다.
저 정세균,
외교·안보·통일을 둘러싼 남남갈등을 해소하고 강한 대한민국을 만들기 위한 7대 정책을 제안합니다.
첫째 외교·안보·통일 독트린을 발표하겠습니다. 
우리나라가 나아가야 할 외교·안보·통일 정책의 포괄적 방향과 범위를 담은 선언(독트린)의 초안을 먼저 마련하겠습니다. 이 초안을 토대로 학계토론, 시민공청회를 거친 후 국회에서 다시 여ㆍ야가 합의하여 독트린을 확정하도록 하겠습니다. 저는 국민 합의로 만들어진 독트린에 기반하여 외교 안보 통일 정책을 일관성 있게 추진함으로써 한국의 대외적 외교역량을 강화하고 남남갈등을 해소하겠습니다.
둘째, 국가정체성에 기반한 외교 안보를 전개하겠습니다.
선도국가, 통상국가, 분단국가, 교량국가로서의 정체성을 분명히 하는 가운데 일관된 외교안보 정책을 추진해 나가겠습니다. 다른 나라가 바라는 정책이 아니라 우리의 국익이 명령하는 정책을 추진하겠습니다.
셋째, 역(逆) 안미경중 정책을 펼쳐나가겠습니다.
미중 경쟁이 격화되면서 미중간 선택의 문제에 대한 논란이 많습니다. 우리가 미국과 중국에 의존하는 것을 기본 전제로 하는 안미경중이 아니라, 안보는 미국이 우리를 필요로 하고 경제는 중국이 우리를 필요로 하게 한다는 역발상을 해야 합니다. ‘역 안미경중’을 통해 그들이 우리를 선택하게 만들겠습니다.
넷째, 남북관계를 국민의 눈높이에 맞는 공정하고 합리적인 관계로 바꾸겠습니다.
그간 남북관계의 특수성을 강조하면서 북한에 대해 특수배려를 함으로써 남북관계가 오히려 왜곡되어 왔습니다. 북한에 대해 창의적인 접근으로 최대한 남북화해를 도모하되 북한이 진정성을 보이지 않을 경우, 국민들이 납득하고 국제사회가 지지할 수 있는 의연하고 합리적인 대응책을 마련해 나가겠습니다.
다섯째, 한일 관계를 리셋 하겠습니다.
김대중-오부치 선언 당시의 미래지향적 정신을 되살려 한일 관계를 재설정하겠습니다. 과거지향적 프레임이 아니라 미래지향적 프레임으로 재출발 하겠습니다.
여섯째, 비대칭 안보능력을 강화하고, 방산 수출강국을 만들겠습니다.
주요국 사이에서 우리나라의 전략적 몸값과 위력을 높이는 비대칭 안보능력을 강화해 나가겠습니다. 우방국에게는 전략적 보완성을 제공하고 적대국에게는 결정적 타격력을 과시하겠습니다. 그래서 우리와 함께 하고 싶고 우리를 두려워하는 나라로 만들겠습니다. 첨단기술 투자를 통해 우리 무기의 국산화율을 제고하고 명품 국산 무기들이 세계 방산시장에 많이 수출될 수 있도록 민·관 협력을 강화하겠습니다.
일곱째, 징병과 모병이 혼합된 강군을 만들겠습니다.
우리의 인구동향을 감안할 때 현 병력수준의 징병제 유지는 어렵습니다. 병력수준을 합리화하고 정예화해야 합니다. 이를 위해 단기 징병 인력과 부사관 중심 모병 인력을 혼합하여 조화로운 강군으로 재편하겠습니다. 여군도 모병을 통해 확대하겠습니다.
밥 짓는 일에도 국민과 국가를 지키는 일에도 바르고 지혜로운 전문가가 필요합니다.
남남갈등 없는 외교안보 정책으로 강한 대한민국을 만들겠습니다.
저, 정세균이 해내겠습니다.",248,35,87
"[정세균의 슬기로운 격리생활 - 마지막회]
정세균의 슬기로운 격리생활을 마감합니다.
어제 마지막 PCR검사 결과 음성통보를 받았습니다.
잠시 뒤인 오늘 정오 자가격리가 해제됩니다.
자가격리 기간 중 슬기로운 격리생활 방송도 진행해보고,
온라인을 통해 전국의 당원, 지지자분들과 만날 수 있었습니다.
그러나 지난 주말 충청권 경선 현장에 
우리 당원 동지들과 함께하지 못한 것은 큰 아쉬움이었습니다.
오늘부터 다시 자유롭게 활동을 하게 되면 
좀 더 많은 분들과 만나서 대화할 수 있을 것입니다.
매번 방송을 준비하며 어떤 주제로 
여러분과 소통을 하면 좋을지 많이 고민했습니다.
이른 아침부터 방송에 접속하고 
댓글로 응원 메시지 보내주신 분들이 있어 
얼마나 힘이 되었는지 모릅니다. 
이 자리를 빌려 다시 한 번 감사 인사를 드립니다.
슬기로운 격리생활은 끝났지만 여러분과의 소통은 계속됩니다. 
현장에서 직접 뵙고 인사드리겠습니다.",285,47,54
