post,like_count,comment_count,share_count
"이준석 대표를 유승민계라고 공격 하고 윤석열 후보와의 갈등을  
계파 갈등으로 몰아 가면서 이준석 대표를 폄하 하고 있는 것은
아주 못된 발상 입니다.
이준석 대표가 유승민후보가 의원일때 그의 인턴출신 이었다는 것은 부인할 수 없지만
세월이 흘러 그는 지난 당대표 선거때 필마 단기로 내노라하는 당내 중진들을 모두 꺾고 당당하게 당 대표가 되었습니다.
청출어람(靑出於藍)이라고 할수 있지요.
지금 그는 유승민 후보도 못해 본 당대표를 하고 있습니다.
그런 그를 유승민계로 폄하 하는 것은 참으로 의도적인 모멸감 주기 라고 아니할 수 없습니다.
그는 이제 한 일가를 이룬 야당 대표 입니다.
어설픈 논리로 그를 폄하 하는 것은 국민의힘을 폄하 하는 것이나 다를바  없습니다.
자중들 하시고 자신들을 한번 돌아 보십시오.
나는 그 동안 당을 위해서 무엇을 했는지를.",2.5K,116,94
"jp희망편지 18 
무분별한 재정확대 팽창 정책을 지양 하겠습니다.
문정권의 무분별한 국가 재정 확대 정책으로 국가 채무 1000조 시대를 돌파하고 GDP대비 45%를 넘겨 이제 국가 재정이 고갈되는 재정 위기에 와 있습니다.
이재명 후보는 이에 한술 더떠 기본시리즈라는 기괴한 사회주의 배급정책을 발표 하여 국가 재정을 거들내고 후손들에게 빚더미 대한민국을 물려 주려고 국민들을 현혹 하고 있습니다.
그러나 저는 경남지사 시절에 땅한평 팔지 않고 재정개혁,행정개혁 만으로 3년 6개월만에 채무 1조 3,800억을 갚고 채무제로,   흑자 도정을 해 본일이 있습니다.
제가 집권하면 민간의 자유와 창의를 바탕으로 민간 일자리를 대폭 늘리고
청와대,정부부처,공무원,공공기관은 구조조정으로 대폭 고정비용을 줄이고
예산 점검단을 만들어 각종 선심성 예산은 집행의 적정성을 검토하여 보류하고 그것을 서민복지 예산으로 돌리겠습니다.
With코로나를 선언하여 모든 경제주체들의 경제 활동을 정상화 하고
재난지원금 따위의 임시 방편에 불과한 현금 살포 정책은 하지 않겠습니다.
선진국시대 국가 정책의 기본 방향은 민간의 자율과 창의를 바탕으로 하고
국가는 최소한 관여를 하는 대신 
취약계층과 중산층 서민에 대해서는 국가가 적극 개입하여 양극화의 격차를 줄여 나가는
선진국형 국가 대국민 서비스망을  구축 하겠습니다.",1.1K,53,46
"나는 윤석열 후보가 검사로서 문정권의 선봉에 서서 적폐수사로 우리 진영을 궤멸시킬때 
매일 매일 그것을 지켜보며 우리 진영 사람들이 차례로 끌려가 직권남용이라는 정치적 죄명을 뒤집어 쓰고 억울하게 감옥 가는 것을 가슴 아프게 바라본 야당 대표 였습니다.
900여명이 조사를 받고 200여명이 무더기로 구속 되고 5명이 자진(自盡)한 희대의 정치보복극 이였습니다.
나의 최측근이던 경남도 정무부지사도 검찰의 수사 압박에 못이겨 자진 했습니다.
지금 우리당 초선의원들이나 재선이상 의원들도 그것을 알지 못하거나 잊어 버렸을 겁니다.
그러나 나는 그것을 잊을수가 없지요.
그것에 대한 반성과 사과 없이 
정통성 없는 문정권에 부역한 것에 대해 참회와 반성없이 마치 점령군처럼 행세하는 것은 더이상 묵과할 수가 없습니다.
토론때 봅시다.",2.8K,98,241
"오늘 대선 예비후보 등록을 선관위에 합니다.
다음주 17일 출마 선언에 맞추어 대선후보 후원회도 등록 합니다.
후원회장은 5년전 대선출마 때와 똑같이 나를 평생 물심 양면으로 뒷받침 해준 제 아내 이순삼으로 하기로 했습니다.
본격적인 대선 경쟁을 시작 하겠습니다.",2K,101,51
"보수 우파 궤멸에 앞장 서다가 토사구팽 되어 선회 하신 분이 
점령군인양 행세 하며 일부 철없는 정치인들을 앞세워  좌충우돌 돌고래 쇼나 보여 주고 
국민과 당원이 뽑은 우리당 대표를 흔드는 것은 참으로 가관 입니다.
연일 1일 1실언으로 당 지지율조차 까먹게 하는 것을 반성 하셔야지 
정치가 그리 쉽고 만만한 것으로 아셨습니까?
정치는 패가 망신을 각오하고 뛰어야 하는 무서운 동네 입니다.
우선 가족의 안위부터 살피 십시오.
자중 하시고 당원이 되셨으면 당 방침에 순응 하십시오.
여기는 혼자 황제처럼 군림  하던 검찰이 아닙니다.",2.2K,88,79
"그간 저를 도와주신 교수님들,전문가 분들이  각 분야 별로 모두 120여명이 계십니다.
그 분들과 함께 정책 자문 그룹을 총괄 해 주실 정책 자문 단장으로 제성호 교수님을 모시기로 했습니다.
제성호 교수님은 프리덤 코리아 시절부터 저의 정책을 자문해 주신 고마운 분 입니다.
앞으로 이 분들과 함께 힘차게 대한민국 5.0 선진국시대를 활짝 열겠습니다.",1.4K,57,34
"jp의 희망 편지 17
SK 바이오에서 한국산 백신 3상 실험에 돌입 했다는 반가운 뉴스를 보았습니다.
어차피 문정권은 코로나를 이용한 정치 방역에 몰두하고 있기 때문에 기대를 하고 있지 않지만
이번 SK바이오가 3상 실험에 성공하여 조속히 전국민들에게 안전한 백신이 접종 되기를 간절히 기도 합니다.
어차피 감기 바이러스 처럼 코로나 바이러스는 박멸되지 않을 바에는 조속히 백신을 전국민들에게 접종하여 집단면역이 형성 되고
영국처럼 With 코로나를 선언 하여 모든 경제활동이 정상화 되기를 기원 합니다.
자영업자를 비롯한 경제주체들이 질식 직전에 와 있습니다.
K방역 운운하며 모든 경제 주체들을 인질로 삼고 협박 하고 있는 잘못된 정치방역은 이제 종식 되어야 합니다.",1K,32,34
"공정거래 위원장, 국세청장, 청와대 정책실장을 하시면서 MB시절 한국 정책을 총괄했던 백용호 교수님을 우리 jp희망 캠프의 공동 선대위원장 겸 정책총괄로 모시기로 했습니다.
아울러 여성 대변인으로 여명 서울 시의원도 영입 했습니다.
하영제 의원님께서 경남지사 시절 부터 오랜 인연으로 저의 부탁을 받아 들여 주셔서  비서실장으로 영입 했습니다. 
경남지사 시절 
같이 했던 철새들은 날아 갔지만 
대신 천군만마를 얻었습니다.
정말 고맙습니다.
가급적이면 국회의원들은 헌법상 독립기관임을 감안해서 우호적인 관계만 유지 하고
줄세우기 정치는 하지 않겠습니다.
그런 시대는 MB.박근혜 경선이 있었던 2007년 이미 끝났습니다.
이젠 당원과 국민들의 시대 입니다.",1.3K,119,50
"이재용 부회장의 석방을 환영 합니다.
앞으로 전개될 반도체 전쟁에 반드시 승리해 주시기 바랍니다. 
아울러  이명박,박근혜 두 전직 대통령의  형 집행정지도 결정해 주실 것을  거듭 촉구 합니다.
더 이상의 증오와 복수는 나라를 힘들게 할 것 입니다.
문재인 대통령의 후속 결단을 부탁 드립니다.",1.7K,31,45
"국회의원들에게 부담 주는 패거리 정치는 하지 않겠습니다.
캠프를 지휘할 분만 영입하고 그외 우호적인 당내 국회의원들은 비공개로 하겠습니다.
캠프는 실무자 중심으로 꾸리고 
당원과 국민들만으로  경선을 치루겠습니다.
수많은 당내 경선을 치루면서 단 한번도 국회의원 줄세우기 경선을 한 일이 없었습니다.
친이,친박이 당내 주류를 이룰 때도 계파 국회의원 한명 없이 제가 당대표에 선출된 일도 있습니다.
결국 후보 역량에 귀착 됩니다.
돌고 돌아 제가 후보가 될 겁니다.
경선에 참여한 모든 분들과 원팀이 되어 반드시 정권교체를 하도록 당원과 국민들에게 약속 드립니다.",1.5K,88,55
"jp의 희망편지 16
미국 동부 유명 대학에서는 대학 등록금을 부모 소득에 따라 차등으로 책정 하기도 합니다.
연 소득 10만불 이하일 경우 전액 장학금으로 4년 학비를 면제 하기도 합니다.
부모 소득별로 차등 부과 되는 등록금 제도는 양극화 시대에 서민들의 새로운 희망의 사다리가 될수도 있습니다.
경남지사 시절에 경남개발공사를 경영혁신 하여 2년간 창출한 이익금 350억원으로 서울 강남구 세곡동에 400명 수용의 남명 학사를 지어 경남출신 서민자제들중 서울로 유학온 학생들에게 한달에 15만원씩 받고 숙식을 제공함으로써 서민교육 복지를 실시해 본 일이 있었습니다.
양극화 시대를 극복하고 서민자제들의 희망의 사다리를 놓기 위해
대학교 등록금은 부모 소득에 따라 차등으로 부과 하고
장학금은 서민자제들에게만 지급하고
대학별로 기숙사를 확대하여 서민자제들 중심으로 입사 시켜
새로운 서민교육 복지 정책을 정착 시킴으로써
양극화시대 서민들의 희망의 사다리를 놓겠습니다.
교육이 희망 입니다.",1.1K,99,42
"전직 대통령을 무리하게 구속하고 재판중 또 재구속하고 
건강이 악화 되었는데도 형집행 정지 신청을 불허한 사람이 
이제와서 전직 대통령을 수사할때 불구속 할려고 했다는 거짓말을 스스럼 없이 하는 것을 보니
정치인이 다 되었다는 느낌을 받기는 하지만
어쩐지 어설픕니다.
그건 공정도 상식도 아니고 국민을 속일려는 거짓말에 불과 합니다.
선출직 지도자는 국민들에게 거짓말 해서는 안됩니다.
그런건 임명직때나 할수 있는 겁니다.
임명직은 한사람에게만 잘 보이면 되지만
선출직은 모든 국민들에게 잘 보여야 하기 때문 입니다.
오늘 국민일보와 전화 인터뷰 한 것은 윤석열 후보에 대한 저의 기본적인 생각을 밝힐 필요가 있다고 판단되어 한 것 입니다.",1.7K,70,77
"지난주 정부 인사와 만나 두 전직 대통령에 대해 형 집행정지와 이재용 부회장 가석방을 요청 했습니다.
8.15 를 넘기면 이제 그 문제는 문정권이 끌려가는 입장이 되니 정국 주도권을 가지고 있을때 대화합 조치를 해 달라고 요청을 했습니다.
더이상 분노와 증오, 복수를 멈추고 대화합의 8.15 를 맞이 해야 합니다.
극한 상태까지 온 두 전직 대통령의 건강과 반도체 전쟁의 승리를 위해서 이번 8.15에는 특단의 조치가 있기를 기대 합니다.",1.2K,66,50
"돌고래 진영에 합류한 일부 국회의원들이 떼지어 다른 국회의원들에게 조속히 합류 하라고 협박성 권유를 한다고 합니다.
실제로 며칠전 만난 어느 초선의원의 하소연 이였습니다.
꼭 하는 짓들이 레밍과 유사 합니다.
레밍이 어떻게 떼지어 폐사 하는지 인터넷에 한번 찾아 보시지요.
국회의원은 헌법상 독립기관이고 1인 성주(城主)입니다.
그것이 내가 26년 정치 하면서 계파에 들어 가지도 않고 계파를 만들지도 않은 이유이기도 합니다. 
존중 받아야 할 국회의원들을 레밍 취급하는 사람들은 
본인들이 레밍이기 때문에 그런 몰상식한 행동을 하는 겁니다.
국회의원은 동등한 동지이지 레밍이 아닙니다.",1.2K,43,56
"윤측 모 인사가 돌고래와 멸치라는 비유를 보고 경악을 금치 못 하면서 한 마디 합니다.
그 인사가 지칭하는 돌고래는 사육사가 던져주는 생선에 따라 움직이는 조건 반사적인 물고기에 불과 합니다.
그러나 나는 뚜렷한 내 소신을 갖고 내 인생을 살아가는 물고기가 아닌 사람 입니다.
그 사람처럼 이리 저리 떠돌아 다니다가 흘러온 뜨내기가 아니고
올 곧은 마음으로  의리와 신의로 이 당을 지킨 적장자 입니다.
요즘 매일 실언을 연발하며 어줍 잖은 줄세우기에만 열중 하는 훈련 되지 않은 돌고래를 봅니다.
그 돌고래를 따라 무리지어 레밍처럼 절벽을 향해 달리는 군상들도 봅니다.
참 딱하고 가엾습니다.
세상 그리 만만 하지 않습니다.
진중하고 자중 하십시오.
한 순간에 훅 가버리는 것이 정치 랍니다.
철새는 날아가고 라는 노래가 생각 나는 주말 아침 입니다.",1.6K,71,66
"jp의 희망 편지 15
대의.의리.명분은 모두 사라지고 
무원칙만 판치는 여의도 정치판 이지만 그래도 나는 흔들리지 않고 내 길을 갑니다.
당원과 국민만 보고 갑니다.
지난 4년 동안 준비 했던 정책과 비젼을 가지고  당원과 국민의 동의를 받겠습니다.
선진국 시대,G7 시대를 열겠습니다.",1.1K,63,42
"jp의 희망편지 14
한때 60%에 이르던 중산층이 무너지고 한국사회는 이제 양극화로 치닫고 있습니다.
그래서 지금 대한민국의 시급한 과제중 하나는 중산층 복원 입니다.
특히 문정권 들어와서 중산층의 중심을 이루던 자영업자,중소기업인들이 무리한 좌파 정책 추진과 코로나 사태로 몰락하고 
신용 파산 지경에 까지 이르고 있습니다.
무너진 중산층을 복원해야 합니다.
그러기 위해서 우선 첫째로 자영업자,중소기업인들에게 치명상을 준 최저임금제,주 52 시간제는 잠정적으로 경제가 회복될때 까지 실시 중단을 하여야 합니다.
둘째 벼랑에 내몰리고 있는 몰락한 중산층과 서민들에 대해 대규모 신용사면을 실시 하여 다시 일어설 기회를 주어야 합니다.
셋째 코로나 사태 극복을 위해 신속히 전국민에게  안전한 백신 접종을 실시 하고 with 코로나를 선언해 경제 활동을 정상화 시켜야 합니다.
어차피 코로나 바이러스는 감기 바이러스처럼 박멸되기 어렵습니다.
치사율만 대폭 낮추고 
치료제를 개발 하는데 주력한후
우리는 코로나를 안고 같이 갈수 밖에 없습니다.
그러나 문정권하에서는 이러한 획기적인 경제정책 수립이 어렵습니다.
집권하면 대통령의 긴급 명령이라도 발동해서 경제난국을 타개하고
무너진 중산층을 복원 하겠습니다.",1.2K,57,61
"한분은 하시는 발언마다 갈팡질팡 대변인 해설이 붙고 진의가 왜곡 되었다고 기자들 핑계나 대고 
또 한분은 준비가 안되었다고 이해해 달라고 하고 있는 것은 참으로 유감 입니다.
국정은 연습도 아니고 벼락치기 공부로도 안되는 겁니다.
안그래도 능력 안되는 A4 대통령을 이미지만 보고 뽑아 지금 대한민국이 고생하고 있습니다.
차분하게 사안을 연구 하시고 공부를 하신 후에 메세지를 내십시오.
준비가 안 되셨다면 벼락치기 공부라도 하셔서 준비가 된후에 다시 나오십시오.
대통령은 5000만 국민의 생명과 재산을 책임지는 중차대한 자리 입니다.",1.9K,67,113
"이준석 당대표 행사에 불참한 것이 아니라 이번주  1주일은 하계 휴가 주간 입니다.
이미 휴가라고 공개까지 하고 지방에 내려와 쉬고 있는데 당대표 행사 불참이라고 당내 갈등을 부추기는 것은 다분히 고의성이 있습니다.
다른분의 불참도 상당한 이유가 있을 겁니다.
그것으로 당내 갈등을 부추기지 마시기 바랍니다.",1.8K,63,29
"jp의 희망편지 13 
전교조,강성노조의 횡포를 막겠습니다.
초,중,고 교육을 좌파 이념 교육장으로 만든 전교조와
법위에 군림하며 세상을 무법천지로 만들고 있는 강성노조의 횡포는 선진국 시대에서는 있을수 없는  폭거 입니다.
제가 집권하면 동원할 수 있는 모든 수단을 총동원하여 이들의 횡포를 막고 나라를 정상화 시키겠습니다.
교육 현장과 노동 현장을 선진국 답게 만들겠습니다.
교육부 장관과 노동부 장관을 이들의 횡포를 혁파 할수 있는 강단있는 인물을 발탁 하고
이들과 손 맞출수 있는 교육문화 수석과 사회노동 수석도 설치 하여 
청와대와 행정부가 한마음이 되어 국정의 최우선 과제로 이들의 횡포를 막고 선진국 시대를 열겠습니다.
이런 메세지를 내면 또 보수 강화 운운 할수도 있지만
보수 강화가 아니라 나라를 바로 세우는 선진국 시대의 교육과 노동 정책 입니다.
선진국 시대 교육의 가치중립성 확보와 
하르츠 노동개혁으로 성공한 독일, 
강성노조와 싸워 영국병을 치유한 마거리트 대처의 강성노조 혁파 정책은 나라를 바로 세운 영국정치사의 대전환 이였습니다.",1.7K,69,86
"오늘부터 일주일간 하계 휴가를 보내기로 했습니다.
향후 정국 구상도 하고 모든것을 비우고  8월 중순부터 시작하는 전국 순회 일정도 점검하는 여름휴가가 될 겁니다.
무더위 건강 유의 하십시오.",1.5K,81,33
"오늘 윤석열 후보님이 입당 함으로써 문정권의 최대 바램이였던 야권 분열 카드가 소멸되고
우리는 불확실성이 해소된 기쁜 날 입니다.
윤석열 후보님의 입당을 환영 합니다.
앞으로 경선 과정에서 치열하게 상호 검증 하고 정책 대결을 펼쳐 무결점 후보가 본선에 나가 원팀으로  반드시 정권교체를 이루도록   합시다.
윤석열 후보님의 입당을 거듭 환영 합니다.",2.3K,77,62
"서민주택 공급 책임자를 임명 하면서 다 주택자를 임명하는 것은 참으로 부적절한 인사권 행사 입니다.
지난번에 문재인 정권 국토부 장관 임명때도 3주택자 라고   그 임명의 부당성을 지적한  일도 있었다는데 정작 본인은 4주택자 였다면 그건 어이 없는 일입니다.
오세훈 시장님이 그걸 알고 임명을 추진 했을리는 없지만 뒤늦게 그런 부적절한 사실이 밝혀 졌다면 지명을 철회 해야지요.
기존주택을 매각 하겠다고 한다고 그 잘못이 해소 되는 것이 아닙니다.
LH광풍으로 당선된 서울 시장 입니다.
무겁게 받아 들이시고 지명 철회를 하시지요.",1.2K,98,69
"jp의 희망편지 12
4년전 탄핵대선에서 문재인후보가 공공 일자리 81만개를 늘린다고 했을때 
저는 그렇게 하면 망한 그리스로 간다고  질타한 일이 있었습니다.
최근 모 일간지 보도를 보면 문정권 들어선 이래 지난 4년간 공공 일자리가 22만개나 증원 되었고
전체 공공부분 인건비가 국내 500대기업 인건비 총액을 넘어서는 
미래세대 재정부담이 급속히 늘어난 그리스 형태로 가고 있습니다.
이건 비정상적인 정부 운영 입니다.
공공 일자리는 세금 나누어 먹기에 불과한 것이지  일자리 대책이 아닙니다.
더우기 AI시대에 와서  공공 일자리는 구조 조정을 함으로써 대폭 줄여 국민의 세부담을 완화하고
민간 일자리를 대폭 늘려야 합니다.
같은 기간 민간 일자리는 3만5천개  밖에 늘어나지 않았는데
공공 일자리가 6배나 늘어난 기형적 나라 운영으로는 망한 그리스로 갈수 밖에 없습니다.
제가 집권하면 공공 일자리는 구조 조정 하여 대폭 줄여 국민들의 세부담을 완화 하고
민간의 자율과 창의를  진작시켜 민간 일자리를 대폭 만들 것입니다.
일자리는 민간에서 만들어야 하고
공공 일자리는 대폭 줄여 미래세대 부담을 완화 하는 것이 정상적인 선진국 시대의 국가 개혁 정책 입니다.",1.3K,71,101
"오늘 조 경태 전 최고위원과 오찬 회동을 갖고 다가올 당내경선과 본선에 조 경태 의원님이 우리 캠프 선대위원장이 되어 
함께 정권 교체에 나서기로 의기 투합을 했습니다.
깨끗하고 개혁적인 조 경태 의원님이 캠프 선대위원장을 맡아 주신다고 하니 저는 천군만마를 얻은 느낌 입니다.
대한민국 5.0 선진국 시대를 열어가는 jp 희망캠프가 되도록 함께 진력을 다 하겠습니다.",1.2K,67,67
"정치를 시작한지 다섯번의 대선을 치루었지만 
이번 대선처럼 정책은 실종되고 여야 대선 주자들중 한분은 가족욕설과 여배우 스캔들로 또 한분은 가족 스캔들로 논란의 중심이 된 추한 대선을 본일이 없습니다.
미국 대선의 예로 보면 민주당 대선후보로 제2의 케네디로 폭발적인 인기를 모으던 게리하트는  외간 여성과 같이 요트를 탄 사진 한장만으로도 도중 하차할 정도로 대통령의 도덕성은 엄격 합니다.
대통령의 자격 요건중 그 첫째가 수신제가(修身齊?家) 입니다.
수신제가도 못한 사람이 치국평천하를 하겠다는 것은 지나가는 소도 웃을 일입니다.
문제가 된 두분 대선 주자들은 단순히 네거티브라고 변명만 하지 마시고  
본인이 직접 나서서 대국민 해명을 하여 논란을 종식 시켜 주십시오.
그리하여 대한민국 미래 100년 청사진을 제시하는 올바른 정책 대선이 되도록 노력해 주시기 바랍니다.
같이 대선판을 뛰고 있는 제가 국민앞에 고개들기 조차 창피하고 부끄럽습니다.",1.4K,84,64
"아무리 막가는 정치판이라지만 거짓말을 덮기 위해 또 새로운 거짓말을 하는 짓은 하지 말아야 합니다.
검찰이 사건을 은폐하거나 수사의지가 없을때 늘 특검을  도입 합니다.
통과된 특검법에는 검찰은 그때까지 수사한 기록 일체를 특검에 보내고 검사,수사관등 인적 자원도 차출에 응하도록  법제화 되어 있습니다.
그걸 특검에 협조했다고 우기면 안되지요.
날씨가 덥다보니 벼라별 일이 다 생기네요.",981,56,17
"이 사진은 2018.5.3 김성태 원내대표의 노숙 단식장 사진 입니다.
당시 저 조차도 김 원내대표의 단식을 만류 하면서 무도한 문정권이 받아줄 리 없다고 생각 했으나 김성태 원내대표는 특검을 관철 했습니다.
마찬가지로 그 당시 자유한국당 의원들도 관철 가능성 없다고 시큰둥 할 때입니다. 
그러나 그후 김 원내대표는 검찰의 보복 수사로 아직도 재판중에 있습니다.
당시 검찰의 만행을 여실히 보여주는 이가 갈리는 드루킹 특검 사건 입니다.",1.2K,50,56
"무슨 말과 행동을 하더라도 상관 할바는 아니지만 저와 관련된 사건이 왜곡 되는 것은 그냥 지나 치기가 어렵습니다.
아무리 망각증이 심하다고 하더라도 불과 3년  밖에 안된 사건을 두고 여야가 갑론을박 하고 있는 것은 참 어이가 없습니다.
제가 드루킹 1심 판결직후 김경수 윗선 수사 특검이 반드시 필요하고 
그 몸통을 밝혀야 한다고 정치권에 요구한 것이 불과 2년전 일 입니다.
그 좋던 투쟁의 시기를 놓치고
이제와서 재특검 운운 하는 것도 우습고 
더구나 당시 사건의 은폐 당사자로 지목 되었던 분 까지 나서서 자기가 몸담았던 문정권의 정통성을 거론 하는 것은 정말로 어불성설 입니다.
그 당시 경찰에서 김경수의 휴대전화 추적과 계좌추적을 하고자 했으나 그 영장을 기각한 것이 당시 중앙지검장 이였던 윤석열후보가 아니었습니까?
그건 당시 피해자였던 저나 안철수 후보가 해야할 몫입니다.
비록 허익범특검은 드루킹사건이 지난 대선에 미친 영향은 불과 2~3%라고도 하고 있지만
저에 대해 드루킹이 덧씌운 악성 프레임은 지금도 계속되고 있습니다.
어차피 지난 대선은 문재인 대선 이였습니다.
촛불 광풍에 휩싸여 치루어진 비정상적인 탄핵 대선 이었습니다.
이제와서 뒤늦게 대선무효를 주장하면서   몸통 특검을 요구 하지는 않겠습니다.
요구해 본들 관철될 리도 없고 김성태 원내대표처럼 죽기를 각오하고 단식할 만한 강력한 분도 없기 때문 입니다.
다만 정권 출범의 정통성이 훼손되고 문대통령이 몸통으로 의혹의 중심이 된 이상 
최소한의 조치로 문대통령께서는 대국민 사과는 해야 하지 않습니까?",1.2K,46,48
"지난 탄핵대선 이후 드루킹사건이 터지고  검찰이 배후를 은폐하는 바람에 
김성태 당시 자유한국당 원내대표가 노숙 단식을 시도하여 10일만에 문정권의 항복을 받아내고 드루킹 특검을 도입 했습니다.
당시 허익범 특검이 배후를 김경수 경남지사임을 밝혀내고 기소하여 이번에 최종 대법원 판결로 확정된 사건을 두고
뜬금 없이 당시 은폐 당사자로 지목 받던  분이 이것을 문정권의 정통성 시비거리로 삼는 것은 아무리 생각해도 이해가 되지 않습니다.
그건 드루킹 피해 당사자 였던 저나 안철수 후보가 문제를 삼아야지
은폐 당사자로 지목 받던 분이 뒤늦게 정치적으로 문제 삼을 사건은 아니지요.
1심 판결후 제가 지속적으로 상선(上線)수사를 위해 추가 수사가 필요하다고 했을 때 
당시 검찰은 도대체 뭘 했던가요?
윤석열 후보님은 그 사건을 말할 자격이 없습니다.
그만 자중 하십시오.
윤후보님의 주장대로 한다면 정통성 없는 정권에서 벼락출세 하여 검찰총장을 한것을 오히려 참회 한다고 해야 정상이 아닌가요?
자신은  법과 원칙대로 수사했다고 강변 하면서 
무리하게 감옥 보낸 두분을 
정치적으로 사면 요구하는 것도 정상적인 검사의 태도 인가요?
그건 검사가 할말은 아니지요.
그 말을 들을때 나는 이렇게 들렸습니다.
두분에 대한 수사는 정치수사 였고 잘못된 수사라는걸 고백하는 것으로 밖에 들리지 않았습니다.",1.2K,42,57
"문재인 정권의 출범의 정당성은 드루킹과 김경수의 여론조작 사건으로 크게 훼손이 되었습니다.
아울러 출범 당시 이른바 적폐수사로 이명박,박근혜 정권의 인사들 200여명이 구속 기소 되고
5명이 수사도중 자살하는 미증유의 비극이 있었습니다.
그 분들은 아직도 저승을 가지 못하고 구천을 떠돌고 있을지도 모릅니다.
당시 검찰은 헌법과 법률에 의한 수사였다고 강변 하지만
그것은 헌법과 법률에 의한 수사가 아니라 권력의 요구에 의한 청부 정치 수사에 불과 했습니다.
아주 포악한 수사였고 법의 이름을 빌린 권력 주구 검찰 이였습니다.
복수와 보복의 일념으로 사냥개를 동원하여 반대편 인사들을 무차별 잡아 가둔 이른바 적폐수사는 이제 국민의 이름으로 비판 받아야 합니다.
그걸 원상회복 할 마지막 기회가 이번 8.15 대사면 입니다.
야권 갈라치기 선별 사면이 아닌 적폐수사의 피해자 모두를 사면하는 
대화합 사면을 하십시오.
주도권을 아직 갖고 있을때 대사면을 하십시오.
그렇지 않으면 후회할 날이 올겁니다.",1.2K,59,83
"이재명 후보가 호남후보 불가론을 강조 하다보니 1500년전 역사까지 소환하여 백제 불가론을 외쳤습니다.
DJ가 집권한 가장 가까운 역사가 있는데도  굳이 1500년 전까지 소급한 것은 
그의 천박한 역사 인식과 
민주당이 그토록 외치는 지역 갈등 해소를 역이용해 볼려고 하는 경선 전략의 일환이라고 볼수 있습니다.
형수 쌍욕에 무상연애에 이젠 지역갈등 까지 부추겨 경선 후보가 되어 보자는 이재명 후보를 바라 보면서 
대통령을 하고자 하는 사람이 저렇게 인생을 막 살아도 국민들이 찍어 줄수 있을까 하는 의구심이 문득 들었습니다.
좌충우돌 막가는 인생을 살아도 일정한 팬덤층이 생겨 나는 것이 참으로 신기 합니다.
무덥고 짜증나는 여름날 국민들과 민주당 지지층들을 더욱 더 힘들게 하는 이재명 후보 이지만
그가 민주당 후보가 되면 우리는 참 좋습니다.
크게 힘들이지 않고 정권교체를 이룰수 있을 것으로 보이니까요.",1.4K,50,108
"jp의 희망편지 11
20세기 들어와서 선진국으로 도약한 나라는 일본과 아일랜드 밖에 없습니다.
일본은 1964.하계 올림픽을 계기로 선진국으로 진입을 했고
유럽의 병자였던 아일랜드는 사회적 대타협으로 노동개혁에 성공하여 천문학적인 외자유치로 선진국에 진입 했습니다.
독일은 슈뢰더 정권의 하르츠 노동개혁으로 실업률을 대폭 감소 시키고 
지금 메르켈 정권의 독일 번영을 구가 하고 있습니다.
최근 우리나라도 이제 선진국 대열에 올랐습니다.
따라서 선진국 시대에 걸맞는 노동 개혁도 이제 시급한 과제가 되었습니다.
강성 노조의 떼쓰기 노동투쟁은 더 이상 묵과하기 어렵고
노동의 유연성 확보도 시급 합니다.
강성노조의 경영권 침해는 위험 수위에 이르고 있고
정부와 법 위에 군림하는 강성 노조의 무법 천지는 더 이상 용납키 어렵습니다.
정권을 잡으면 사회적 대타협을 통해 가장 먼저 해야 할 과제로 노동개혁에 나서겠습니다.
자본과 노동이 이젠 건강한 협력시대를 열어가야 합니다.
그래야 참다운 선진국 시대가 됩니다.",1.1K,44,41
"이재명 후보가 형수에게 한 새로운 욕설 동영상이 이재명 지사측의 가처분 신청으로 차단 되었다고 합니다.
참 어이없는 법원 결정이고 또 부끄러운 민주당 대통령 후보 입니다.
공적인물에 대한 프라이버시권은 최소한에 그쳐야 하는데 
엄연히 있는 사실도 은폐 할려고 하는 그 처신으로 어떻게 대선에 나올려고 생각 했는지
참으로 뻔뻔함의 극치 입니다.
욕설 대마왕이 대통령 후보로 선출되는 경우가 오면
우리야 다행스럽지만 
이건 정말 해외토픽 깜 입니다.",1.7K,61,120
"정당의 구성원이 사적 인연을 앞세워 공적 책무를 망각 하는 것은 올바른 정당인의 자세가 아닙니다.
지난 5년전 박근혜 전대통령의 탄핵때도 갈팡질팡 똑 같은 현상이 있었는데
이번에는 그런일이 또 있어서는 안되겠지요.
당원과 국민의 뜻으로 선출된 당 대표를 분별없이 흔드는 것은 잘못된 행동 입니다.
다소 미흡 하더라도 모두 한마음으로 당대표를 도와 정권 탈환에 나서야 하지 않겠습니까?",1.2K,55,69
