post,like_count,comment_count,share_count
"최재형 후보에게 묻습니다.
이 논평이 후보의 뜻입니까? 
문재인 정부를 배신한 게 아니라고 항변하던 최 후보의 잣대는 무엇입니까? 
저는 최 후보님은 최소한 품격을 갖춘 분이라 생각했습니다. 
제가 사람 보는 눈이 잘못됐던 거라면 바로잡겠습니다. 
그 전에  마지막으로 묻습니다. 
이 저열한 글이 최 후보의 뜻입니까?
#최재형
#품격
#저열
#사람보는눈
#유승민",292,120,16
"박원순 시장 임기 10년 동안 1조 원에 가까운 혈세가 시민단체에 지급되었다고 합니다.
전례 없는 천문학적인 금액도 문제이지만 지원 과정에서 드러난 불법적 행태는 혀를 내두르게 합니다.
시민단체 출신들이 지원 대상 선정에서부터 지도·감독까지 관여했다고 합니다. 
공무원이 해도 될 일을 불필요한 중간지원조직을 만들어 소위 ‘통행세’를 뜯어 가는 기가 막힌 사업구조를 짜기도 했습니다.  
이런 일이 과연 서울시에서만 있었을까요
이번에 드러난 추악한 민낯은 지극히 일부에 불과할 수 있습니다.
정권교체만이 민주당 정권의 불법행위들을 발본색원할 수 있는 유일한 길입니다.
#서울시_박원순_시민단체_ATM 
#정권교체_발본색원 #유승민 
https://news.naver.com/main/read.naver?mode=LSD&mid=shm...",672,34,30
"[희망캠프에서 알려드립니다]
유승민 예비후보의 9월 14일(화) 일정 안내드립니다.
-07:45 제22회 세계지식포럼 개막식(장충아레나)
-10:00 언론사 인터뷰(희망22)
-14:00 푸른나무재단 방문(서초구 서초대로46길 88)
*푸른나무재단(청소년폭력예방재단)은 1995년 국내 최초로 학교폭력의 심각성을 사회에 알리고, 폭력 예방과 치료를 위해 힘써온 비영리 공익법인(NGO)입니다. 청소년 폭력과 관련한 주요 이슈와 정책방안에 대해 논의하고  특히, 유승민 예비후보가 공약으로 제시했던 촉법소년 관련 문제(8.31기자회견)에 대해 활동가와 실무자들의 의견을 청취하기 위해 방문합니다.",154,11,5
"[희망캠프에서 알려드립니다.]
유승민 예비후보의 내일(13일) 일정 안내드립니다.
 1. 서문시장 상가연합회 간담회
- 시간 및 장소 : 오전 10시 30분 / 서문시장 사무실
 2. 서문시장 상가 방문 인사
- 시간 및 장소 : 오전 10시 50분 / 서문시장
 3. 대한노인회 대구연합회 방문
- 시간 및 장소 : 오후 2시 / 대구노인회관
 4. 동산병원 방문 및 의료진 간담회
- 시간 및 장소 : 오후 3시 30분 / 대구동산병원
 5. 저녁식사
- 시간 및 장소 : 오후 7시 40분 / 방촌시장",213,54,21
"23년 동안 맥줏집을 운영해 오던 자영업자 한 분이 극단적인 선택을 하셨다는 안타까운 소식을 접했습니다. 
코로나 사태 이후 영업제한 조치 때문에 매출이 급감했는데 마지막까지 직원들에게 월급을 주기 위해 살고 있던 원룸까지 뺐다는 보도에 더 가슴이 아픕니다. 
너무나 힘들었을 생의 마지막 순간까지 자신의 책임을 다하고자 했던 그 마음이 어땠을지...
삼가 고인의 명복을 빕니다.
이런 비극은 더 이상 일어나서는 안됩니다.
제가 코로나 위기 초기부터 주장해왔지만 영업제한 조치로 가장 심한 타격을 입는 소상공인과 자영업자에 대해 집중적인 지원을 해야 합니다. 
재난지원금을 ""80%를 주자, 88%를 주자, 90%를 주자, 100%를 주자""를 둘러싸고 정부와 민주당이 표를 얻기 위해 벌이는 논쟁은 오늘 하루도 버티기 힘든 자영업자 소상공인들에게는 한가함을 넘어서 정말 너무 잔인하지 않습니까? 
제발 지금이라도 선심성 전국민 퍼주기를 중단하고 소상공인 자영업자, 저소득층의 고통을 덜어주기 위해 어려운 분들에게 국가재정을 집중하기를 강력히 촉구합니다.
https://youtu.be/qGUa_UVwCME
#월급주고_떠났다 #코로나 #자영업자 #소상공인 #선심성_퍼주기 #재난지원금 #국가재정
#유승민 #손실보상",258,23,8
"[유승민 인스타그램 라이브 안내]
“오늘 밤, 유승민입니다.”
내일(12일) 저녁 9시 유승민이 여러분을 찾아갑니다. 
- 라이브에 참여하고자 하시는 분들은 유승민 공식 인스타계정 @yooseongmin 을 먼저 팔로우 해주세요. 
-'영상 참여하기'를 통해 발언하실 분은 DM을 통해 '사전 신청' 가능합니다.
(이름, 나이, 참여하고자하는 이유 기재) 
**'오늘밤, 유승민입니다'는 유튜브 채널 ‘유승민 TV’로도 시청 가능합니다.",183,24,17
"< 공수처는 박지원을 수사하라 >
소위 '고발사주' 의혹 사건의 제보자가 박지원 국정원장을 만났다고 한다.
현직 국정원장이 등장하여 또 다른 의혹을 키우고 있다.
김웅 의원실에 대한 공수처의 압수수색은 김의원이 피의자가 아니라 참고인임에도 현역 야당의원에게 영장도 제시하지 않은 상태에서 불법적으로 이루어졌고, 압수수색 하면서 '오수, 조국, 미애' 등을 입력하는 황당한 일도 발생했다.
피의자였던 이성윤 서울중앙지검장을 조사할 때 공수처장 관용차로 모시던 것과 완전히 다른 모습이다.
이 일들은 모두 진실을 밝히고 법적 책임을 물어야 할 일들이다.
국내정치에 관여하지 못하도록 법에 규정된 국정원의 장이 이 사건에 개입했다면 명백한 불법으로 응당 책임을 물어야 한다.
공수처는 박지원 국정원장을 즉각 수사하라.
#공수처 #박지원_국정원장 #오수_조국_미애
#유승민",412,67,37
"오늘 광주 방문길에 11년전 연평도 포격전에서 전사한 故 서정우 하사의 모교인 문성중학교를 방문하여 흉상에 흰 국화를 놓고 해병영웅의 넋을 기렸습니다. 
나라를 지키다 산화한 영웅들을 잊지 않겠습니다.
#유승민 #故_서정우_하사 #연평도_포격전",530,65,22
"[희망캠프에서 알려드립니다]
유승민 예비후보는 오늘(10일) ‘공식 카카오톡 채널’을 개설했습니다.
유승민 카카오톡 채널을 구독하시면 유승민 예비후보 관련 영상, 라이브 중계 등 다양한 소식들을 카톡으로 빠르게 받으실 수 있습니다.
‘유승민’ 채널에서는 ‘주말·휴일 없이’ 오전 9시부터 오후 9시까지 1:1 채팅이 운영됩니다. 
앞으로도 여러분들과 빠르고 원활한 의사소통을 위해 최선을 다하겠습니다. 
감사합니다.
*채널링크 : http://pf.kakao.com/_xfxhdxks
#유승민 #희망캠프 #대국민소통 #친구맺어요 #유치타달리자",150,31,12
"< 광주 갑니다 >
오늘 광주에 갑니다.
경선 시작하고는 처음 갑니다.
저는 광주와 대구에서 늘 똑같은 얘기를 합니다.
영호남의 이 두 내륙도시가 바뀌면 대한민국이 바뀝니다.
광주에도 개혁보수를 지지하시는 시민들이 많이 계신다고 믿습니다.
그 분들 지지를 받고 싶습니다.
시간이 걸릴 수는 있지만, 정치에서도 진심은 통한다고 믿습니다.
광주 전남 시도민들께 유승민의 진심을 보여드리겠습니다.
#광주_전남 #대구 #유승민",473,72,18
"[희망캠프에서 알려드립니다.]
유승민 예비후보의 내일(10일) 일정 안내드립니다.
 1. 'CMB뉴스와이드 단박인터뷰' 녹화
- 시간 및 장소 : 오전 10시 / CMB광주방송
 2. '광주·전남 당협위원장 간담회’
- 시간 및 장소 : 오전 11시 / 국민의힘 광주시당
 3. ‘광주 2030 청년 토크콘서트’ 
- 시간 및 장소 : 오후 2시 / 조선대학교 학생회관
 4. ‘KBC 8시뉴스’ 녹화
- 시간 및 장소 : 오후 4시 / KBC광주방송
 5. ‘광주MBC 뉴스데스크’ 녹화
- 시간 및 장소 : 오후 5시 / 광주MBC
‘광주 2030 청년 토크콘서트’는 유튜브 ‘유승민TV’, ‘시사포커스TV', 'MBC Live' 채널을 통해 실시간 시청하실 수 있습니다.
많은 관심과 시청 부탁드립니다.",179,58,14
"일본 문부과학성이 5개의 출판사가 일본 교과서의 종군위안부와 강제징용에 관한 표현에서 '종군', '강제연행' 등의 표현을 삭제  또는 수정하겠다는 개정 신청을 승인했다고 합니다. 
과거의 잘못을 참회하고 용서를 구하기는 커녕  '강제'가 아니었다는 후안무치한 태도입니다.
이는 일본 정부가 스스로 내놓았던 '고노 담화'를 무시한 것이고 대한민국에 대한 심각한 도발입니다.
피해자들의 상처를 후벼파는 폭력적인 행태이며 일본의 미래 세대에게 잘못된 역사를 가르쳐 미래 세대의 한-일 관계에도 커다란 해악을 끼칠 뿐입니다.
일본 정부는 당장 왜곡된 역사 교과서 승인을 취소해야 합니다.
그리고 우리 정부는 이와 관련해 일본 정부에게 강력하게 항의하고 재발방지를 촉구해야 합니다.
#일본_역사교과서 #역사왜곡 #종군위안부 #강제연행 #강제징용 #승인_취소해야
#유승민",350,27,14
"< 유승민의 약속 : 퇴직금에 대한 세금을 없애겠습니다 > 
근로자들의 퇴직금에 부과되는 세금인 퇴직소득세를 없애겠습니다. 
현재 퇴직소득세는 한 직장에서 근무한 근속연수 등을 고려해서 퇴직소득공제 후에 6%~45%의 소득세를 징수하고 있습니다.
예를 들어, 20년을 근무하고 1억원의 퇴직금을 받는 경우에는 약 300만원,  20년 근무하고 2억원의 퇴직금을 받는 경우 약 1,000만 정도를 세금으로 내야 합니다.
퇴직금은 근로자들이 직장을 그만두고 다음 인생을 설계할 때 소중한 종잣돈이 되는데, 막상 세금공제 후 받아 든 퇴직금이 예상보다 적어서 실망하시는 경우가 많습니다.
유승민은 2억원 이하의 퇴직금에 대해서는 근속 연수와 상관없이 퇴직소득세를 없애겠습니다. 
이렇게 하면 극소수 고소득자를 제외한 99%의 퇴직자가 혜택을 받으실 수 있습니다.
재취업이나 창업을 준비하거나 은퇴 후 퇴직금으로 노후를 꾸려가야 하는 분들에게는 퇴직소득세 면제가 상당한 도움이 될 수 있습니다.
유승민은 앞으로도 국민들이 먹고 사는 문제를 해결할 수 있도록 최선을 다하겠습니다.
https://youtu.be/40-6PZskCoE
#퇴직금소득세_없애겠습니다
#유승민의_약속",404,49,48
"[희망캠프에서 알려드립니다]
유승민 예비후보의 9월 9일(목) 일정 안내드립니다.
-11:00 설리번학습지원센터 방문(종로구 자하문로 131-1)
  *보도자료 별첨
-15:48~16:10 <국민 시그널 공개면접>(금천구 벚꽃로20길 15 즐스튜디오)",210,36,10
"산업부 차관이 대선 공약을 발굴하라는 지시를 내렸다는 보도가 나오기 무섭게 文대통령이 매우 부적절하다며 질책을 했다고 합니다.
청와대 핵심 요직을 거쳐 성공가도를 달리는 그가 청와대와 아무런 교감 없이 그런 간 큰 지시를 했을까요?
불통 대통령이 이런 일은 왜 이렇게 빨리 반응하는지 그게 더 의아합니다.
꼬리자르기가 아니라면 문재인 대통령은 차관을 질책할 게 아니라 실제로 그런 지시가 있었는지 청와대 조사부터 하십시오. 
대통령 지시가 아니라면 장관이든 청와대든 왜 그런 일이 발생했는지를 밝히는 게 국민에 대한 도리입니다.
청와대가 항상 해왔던 것처럼 차관 핸드폰과 이메일만 살펴봐도 금방 의문은 해소가 될 겁니다.
산업부 공무원들이 민주당 대선후보를 위해 공약을 만들었다면 이는 명백한 법 위반입니다.
울산시장 부정선거 때 청와대가 나서서 민주당 후보 공약을 만들어준 것과 똑같습니다.
산자부는 월성 1호기 경제성 조작에 이어 아직도 정신을 못차렸군요.
#유승민 #산업부_차관_공약_작성_지시 #꼬리자르기_말고_조사해야 
https://news.naver.com/main/read.naver?mode=LSD&mid=shm...",317,37,14
"여성가족부는 폐지해야 합니다.
청와대가 국민들의 ‘여가부 폐지’ 청원에 대해 반대의사를 밝히며 “포용적 사회환경을 만드는 것이 여가부의 역할”이라는 민망한 답변을 내놓았습니다.
여성가족부가 그동안 ‘포용적 사회환경’을 만드는 데 제대로 된 역할을 한 게 있었습니까?
남성과 여성을 갈라치기 하고, 이념과 정치에 편승해서 피해자를 두 번 죽이는 행위들을 대놓고 했던 장본인이 여성가족부였습니다.
여가부의 헛발질, 편향적인 정책은 여성 인권은커녕 여성혐오를 부추겼습니다. 
젠더갈등은 한 번도 경험해보지 못한 극한의 양상으로 치닫게 만들었습니다. 
이게 무슨 ‘포용적 사회’입니까? 
더욱이 군내 성폭력 및 2차 가해 은폐, 성남시 미혼여성 명단 작성에서 보듯 여가부는 정부 내에서조차 그 영향력을 이미 상실했습니다.
진정한 양성평등을 위해서는 유승민이 공약한 대로 대통령이 양성평등위원장이 되고 주요 부처에 양성평등국을 신설하여 일을 제대로 하는 것이 훨씬 더 합리적이고 효율적입니다.
부처로서의 위상은커녕 아무런 역할도, 존재감도 없는 여가부는 존치할 가치가 없습니다.
지금의 여가부는 정치인이나 캠프인사에게 장관 자리나 주고 생색내기 위한 부처에 불과합니다.
진정한 양성평등을 위해 여가부는 해체하고 대통령이 양성평등을 책임지는 것이 옳은 선택입니다.
#유승민 #여가부_폐지 #해괴한_답변 #발전적_해체 
https://n.news.naver.com/mnews/article/031/0000622953...",892,81,29
"지난 6월 있었던 해군 일병의 극단적 선택이 뒤늦게 알려졌습니다.
저도 현역병으로 군에 갔다오고 아들도 현역병으로 군에 보냈던 사람으로서 이런 보도를 접할 때마다 분노와 절망을 참을 수가 없습니다.
해군의 특성상 군함이라는 폐쇄된 공간 속에서 일어나는 구타, 폭언, 집단따돌림은 한 젊은이의 인격을 말살하고 극도의 절망으로 몰아갑니다.
특히 피해를 당한 일병이 함장에게 신고하면서 비밀유지를 당부했음에도 불구하고 함장은 격리조치도 취하지 않고 그 후에도 계속되는 괴롭힘이 있었으나 선임병들과 마주 앉게 했다는 언론보도가 사실이라면, 이는 지휘관으로서 이런 사건을 처리하는 최소한의 기본조차 안되어 있음을 보여줍니다.
국방부와 해군은 이 사건의 진상을 모두 철저히 조사하고 책임자들은 지위고하를 막론하고 엄벌에 처할 것을 강력히 요구합니다.
이런 사건들이 자꾸만 발생하는데 어느 부모가 국가를 믿고 소중한 아들 딸을 군에 보내겠습니까?
대통령과 국방부장관에게 요구합니다.
연이어 발생하는 군 성폭행, 가혹행위 사건들은 우리 군을 어떻게 개혁해야 하는지 분명히 보여주고 있습니다.
적과의 전투에는 용감하지만 전우끼리 서로를 인격체로 존중하고 이를 위반할 경우 초기단계에 철저히 대응하는 매뉴얼을 만들고 가해자에게 가혹한 징벌이 반드시 뒤따른다는 것을 시스템으로 만들어야 합니다.
#해군 #강감찬호 #구타_폭언_집단따돌림 #가혹행위 #집단괴롭힘 #극단적_선택 #진상조사 #엄벌
#유승민",325,23,10
"< 영등위의 뻔뻔한 변명, 호국영령을 두 번 죽이는 행위 >
영등위가 중공 찬양 영화 ‘1953 금성대전투’를 ‘15세 관람가’로 등급을 내 준 것에 대하여 “등급 보류나 거부는 헌법에서 금지”한다는 어이없는 변명을 내놓았습니다.
영등위가 이 영화의 심각성을 이해했다면 ‘제한관람가’ 등급을 주고 판매와 유통을 금지할 수 있었습니다. 
그럼에도 이들은 ‘폭력성’ 등만 고려해 15세 관람 등급을 매겼다고 합니다.
등급 철회도 모자란 상황에서 이런 뻔뻔한 변명을 해대는 문재인 정부에 대하여 금성전투에 참전한 우리 용사는 “전우들이 저승에서 통곡할 것”이라며 분노하고 있습니다. 그야말로 호국영령을 두 번 죽이는 망발이 아닐 수 없습니다.
중국 앞에만 서면 비굴해지는 이 정부의 행태를 강력히 규탄하며 당장 해당 영화의 등급을 철회·조정할 것을 강력히 요구합니다.
#유승민
#중공
#중국
#영등위_뻔뻔한_변명 #1953_금성대전투_철회 #비뚤어진_역사관
https://www.chosun.com/.../09/07/QE6L4PXPOJD6PBXOUQC4RZSLPY/
https://www.chosun.com/.../09/08/LWUH6B7L3ZFSPEGAQWOG6IAYRU/",470,34,46
"< 육아휴직을 이유로 부당인사? 인구위기 시대의 역적 같은 일 > 
언론을 통해 남양유업 홍원식 회장의 녹취록이 공개되었습니다. 
“눈에 보이지 않는 아주 강한 압박을 해서 지금 못 견디게 해.”… See More",358,42,21
"< 제사에서도 딸과 아들이 똑같아야 양성평등입니다 >
고려시대에도 아들이 없으면 딸이 제사를 지내고, 유산도 동등하게 나눴다고 합니다.
조선초기 법전인 '경국대전'에는 장자, 성별 구분 없이 재산을 나누도록 했습니다.
윤회봉사(?回奉祀)라 하여 아들과 딸이 돌아가며 제사를 모시기도 했다고 합니다.
남성만 상주나 제주가 되는 관습은 잘못된 것입니다.
여성도 동등한 권리와 의무를 가질 수 있어야 합니다.
남녀가 동등하게 부모님을 모시고 기릴 수 있도록 하는 것이 진정한 양성평등입니다.
당연시해왔던 구습과 불평등, 국민의 눈높이에서 개선해 나가겠습니다.
유승민이 약속하는 양성평등은 남성과 여성 누구도 성별 때문에 부당하게 차별받지 않는 세상을 지향합니다.
대통령이 직접 양성평등위원장이 되고 부처마다 양성평등국을 설치해서 진정한 양성평등의 시대를 열겠습니다.
#상주 #제주 #제사 #진정한_양성평등",187,24,21
"< 文정부 대중국 굴욕외교의 끝은 어디인가? >
영상물등급위원회가 6.25전쟁 당시 중공군의 침략을 미화한 중국 영화 ‘1953 금성 대전투’에 대해 관람 등급을 부여했다고 합니다. 충격이 아닐 수 없습니다.
문재인 정부의 대중국 굴욕외교의 끝은 대체 어디입니까?
""한국은 작은 나라, 중국은 높은 산봉우리”라고 하던 文대통령의 굴욕적인 발언은 아직도 국민들 속을 부글부글 끓게 하고 있습니다.
그런데 이것도 모자라 대한민국을 침략한 중공찬양 영화를 우리 안방에서 보라는 것입니까?
이런 영화에 관람등급을 내 준 영등위는 대한민국의 국가기관입니까 아니면 중국 홍보기관입니까?
사드배치 이후 중국은 지금까지 한한령을 유지하면서 한국의 드라마나 영화를 배척하고 있습니다. 
화장품, 유통, 관광산업은 직격탄을 맞았습니다.
문화 상호주의는 어디로 갔습니까? 
중국 정부에 굴욕적인 태도로 일관하는 게 문재인식 ‘상호주의’입니까? 
대한민국은 문재인 정부가 생각하는 것 보다 훨씬 ‘큰 나라’입니다. 
더이상 나라와 국민을 부끄럽게 하지 마십시오.
#유승민 #1953_금성_대전투 #영상물등급위원회 #굴욕외교  ",623,77,63
